record started at: 04-30-19 02:26:54

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
14113 14113 30.00 0:00:07:50.434/1000 0:00:07:50.400/1000 -3649.11 2347.10 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
14114 14114 30.00 0:00:07:50.467/1000 0:00:07:50.434/1000 277.06 251.14 493.34 202.22 -1000.00 -1000.00 72.00 60.00 
14115 14114 30.00 0:00:07:50.500/1000 0:00:07:50.467/1000 271.27 245.03 495.70 200.51 -1000.00 -1000.00 77.00 83.00 
14116 14116 30.00 0:00:07:50.534/1000 0:00:07:50.500/1000 267.99 227.28 497.04 193.96 -1000.00 -1000.00 75.00 82.00 
14117 14117 30.00 0:00:07:50.567/1000 0:00:07:50.534/1000 267.17 212.33 497.36 188.26 -1000.00 -1000.00 76.00 98.00 
14118 14117 30.00 0:00:07:50.600/1000 0:00:07:50.567/1000 267.19 199.10 497.35 183.18 -1000.00 -1000.00 77.00 102.00 
14119 14119 30.00 0:00:07:50.634/1000 0:00:07:50.600/1000 264.18 206.69 498.57 186.43 -1000.00 -1000.00 75.00 90.00 
14120 14120 30.00 0:00:07:50.667/1000 0:00:07:50.634/1000 263.53 199.97 498.83 183.91 -1000.00 -1000.00 77.00 98.00 
14121 14120 30.00 0:00:07:50.700/1000 0:00:07:50.667/1000 263.80 188.20 498.71 179.39 -1000.00 -1000.00 77.00 98.00 
14122 14122 30.00 0:00:07:50.734/1000 0:00:07:50.700/1000 262.16 185.22 499.37 178.43 -1000.00 -1000.00 77.00 94.00 
14123 14123 30.00 0:00:07:50.767/1000 0:00:07:50.734/1000 260.87 183.32 499.89 177.85 -1000.00 -1000.00 77.00 94.00 
14124 14123 30.00 0:00:07:50.800/1000 0:00:07:50.767/1000 259.46 188.70 500.47 180.05 -1000.00 -1000.00 76.00 98.00 
14125 14125 30.00 0:00:07:50.834/1000 0:00:07:50.800/1000 260.28 184.47 500.13 178.35 -1000.00 -1000.00 74.00 94.00 
14126 14126 30.00 0:00:07:50.867/1000 0:00:07:50.834/1000 262.37 175.02 499.28 174.55 -1000.00 -1000.00 75.00 94.00 
14127 14126 30.00 0:00:07:50.900/1000 0:00:07:50.867/1000 262.65 177.37 499.17 175.40 -1000.00 -1000.00 76.00 90.00 
14128 14128 30.00 0:00:07:50.934/1000 0:00:07:50.900/1000 264.04 173.44 498.61 173.77 -1000.00 -1000.00 72.00 87.00 
14129 14129 30.00 0:00:07:50.967/1000 0:00:07:50.934/1000 266.78 161.34 497.51 168.95 -1000.00 -1000.00 74.00 83.00 
14130 14129 30.00 0:00:07:51.00/1000 0:00:07:50.967/1000 264.93 172.27 498.25 173.24 -1000.00 -1000.00 74.00 102.00 
14131 14131 30.00 0:00:07:51.34/1000 0:00:07:51.00/1000 264.07 175.60 498.60 174.58 -1000.00 -1000.00 74.00 88.00 
14132 14132 30.00 0:00:07:51.67/1000 0:00:07:51.34/1000 264.45 172.59 498.44 173.41 -1000.00 -1000.00 74.00 98.00 
14133 14132 30.00 0:00:07:51.100/1000 0:00:07:51.67/1000 263.63 177.83 498.77 175.47 -1000.00 -1000.00 74.00 96.00 
14134 14134 30.00 0:00:07:51.134/1000 0:00:07:51.100/1000 263.47 180.07 498.84 176.34 -1000.00 -1000.00 74.00 94.00 
14135 14135 30.00 0:00:07:51.167/1000 0:00:07:51.134/1000 263.23 182.87 498.94 177.43 -1000.00 -1000.00 75.00 98.00 
14136 14135 30.00 0:00:07:51.200/1000 0:00:07:51.167/1000 264.50 177.95 498.43 175.43 -1000.00 -1000.00 72.00 92.00 
14137 14137 30.00 0:00:07:51.234/1000 0:00:07:51.200/1000 265.41 176.78 498.06 174.89 -1000.00 -1000.00 74.00 90.00 
14138 14138 30.00 0:00:07:51.267/1000 0:00:07:51.234/1000 265.57 180.00 498.00 176.09 -1000.00 -1000.00 75.00 94.00 
14139 14138 30.00 0:00:07:51.300/1000 0:00:07:51.267/1000 266.61 176.86 497.58 174.80 -1000.00 -1000.00 74.00 90.00 
14140 14140 30.00 0:00:07:51.334/1000 0:00:07:51.300/1000 267.31 174.00 497.30 173.64 -1000.00 -1000.00 75.00 90.00 
14141 14141 30.00 0:00:07:51.367/1000 0:00:07:51.334/1000 269.71 175.05 496.34 173.79 -1000.00 -1000.00 76.00 91.00 
14142 14141 30.00 0:00:07:51.400/1000 0:00:07:51.367/1000 271.98 170.85 495.44 171.97 -1000.00 -1000.00 75.00 85.00 
14143 14143 30.00 0:00:07:51.434/1000 0:00:07:51.400/1000 270.55 172.41 496.00 172.71 -1000.00 -1000.00 76.00 94.00 
14144 14144 30.00 0:00:07:51.467/1000 0:00:07:51.434/1000 268.77 180.19 496.71 175.83 -1000.00 -1000.00 76.00 98.00 
14145 14144 30.00 0:00:07:51.500/1000 0:00:07:51.467/1000 267.99 183.95 497.03 177.33 -1000.00 -1000.00 76.00 100.00 
14146 14146 30.00 0:00:07:51.534/1000 0:00:07:51.500/1000 267.72 187.23 497.14 178.60 -1000.00 -1000.00 77.00 102.00 
14147 14147 30.00 0:00:07:51.567/1000 0:00:07:51.534/1000 267.45 187.47 497.25 178.72 -1000.00 -1000.00 78.00 98.00 
14148 14147 30.00 0:00:07:51.600/1000 0:00:07:51.567/1000 268.03 180.96 497.01 176.20 -1000.00 -1000.00 77.00 93.00 
14149 14149 30.00 0:00:07:51.634/1000 0:00:07:51.600/1000 268.57 172.99 496.80 173.13 -1000.00 -1000.00 77.00 89.00 
14150 14150 30.00 0:00:07:51.667/1000 0:00:07:51.634/1000 267.77 170.56 497.12 172.30 -1000.00 -1000.00 76.00 90.00 
14151 14150 30.00 0:00:07:51.700/1000 0:00:07:51.667/1000 265.64 173.34 497.97 173.57 -1000.00 -1000.00 77.00 94.00 
14152 14152 30.00 0:00:07:51.734/1000 0:00:07:51.700/1000 258.40 172.02 500.87 173.83 -1000.00 -1000.00 72.00 91.00 
14153 14153 30.00 0:00:07:51.767/1000 0:00:07:51.734/1000 252.78 171.08 503.14 174.07 -1000.00 -1000.00 73.00 94.00 
14154 14153 30.00 0:00:07:51.800/1000 0:00:07:51.767/1000 252.93 171.45 503.08 174.19 -1000.00 -1000.00 72.00 92.00 
14155 14155 30.00 0:00:07:51.834/1000 0:00:07:51.800/1000 248.11 193.64 505.08 183.17 -1000.00 -1000.00 73.00 88.00 
14156 14156 30.00 0:00:07:51.867/1000 0:00:07:51.834/1000 246.20 199.73 505.88 185.73 -1000.00 -1000.00 72.00 98.00 
14157 14156 30.00 0:00:07:51.900/1000 0:00:07:51.867/1000 249.05 179.93 504.67 177.82 -1000.00 -1000.00 72.00 94.00 
14158 14158 30.00 0:00:07:51.934/1000 0:00:07:51.900/1000 245.60 196.78 506.12 184.66 -1000.00 -1000.00 69.00 84.00 
14159 14159 30.00 0:00:07:51.967/1000 0:00:07:51.934/1000 244.97 199.18 506.38 185.65 -1000.00 -1000.00 70.00 94.00 
14160 14159 30.00 0:00:07:52.00/1000 0:00:07:51.967/1000 248.77 179.05 504.78 177.52 -1000.00 -1000.00 71.00 90.00 
14161 14161 30.00 0:00:07:52.34/1000 0:00:07:52.00/1000 247.67 184.37 505.24 179.67 -1000.00 -1000.00 72.00 94.00 
14162 14162 30.00 0:00:07:52.67/1000 0:00:07:52.34/1000 245.39 194.92 506.20 183.96 -1000.00 -1000.00 71.00 94.00 
14163 14162 30.00 0:00:07:52.100/1000 0:00:07:52.67/1000 245.05 193.83 506.33 183.58 -1000.00 -1000.00 71.00 94.00 
14164 14164 30.00 0:00:07:52.134/1000 0:00:07:52.100/1000 243.36 195.35 507.03 184.35 -1000.00 -1000.00 70.00 90.00 
14165 14165 30.00 0:00:07:52.167/1000 0:00:07:52.134/1000 240.13 206.49 508.39 189.02 -1000.00 -1000.00 69.00 81.00 
14166 14165 30.00 0:00:07:52.200/1000 0:00:07:52.167/1000 239.83 206.12 508.52 188.91 -1000.00 -1000.00 69.00 86.00 
14167 14167 30.00 0:00:07:52.234/1000 0:00:07:52.200/1000 238.64 210.58 509.02 190.79 -1000.00 -1000.00 67.00 73.00 
14168 14168 30.00 0:00:07:52.267/1000 0:00:07:52.234/1000 240.58 199.56 508.18 186.28 -1000.00 -1000.00 69.00 86.00 
14169 14168 30.00 0:00:07:52.300/1000 0:00:07:52.267/1000 246.15 171.40 505.82 174.88 -1000.00 -1000.00 70.00 82.00 
14170 14170 30.00 0:00:07:52.334/1000 0:00:07:52.300/1000 245.30 176.32 506.18 176.85 -1000.00 -1000.00 69.00 82.00 
14171 14171 30.00 0:00:07:52.367/1000 0:00:07:52.334/1000 255.53 183.00 502.05 178.30 -1000.00 -1000.00 71.00 86.00 
14172 14171 30.00 0:00:07:52.400/1000 0:00:07:52.367/1000 346.42 171.37 466.56 164.64 -1000.00 -1000.00 81.00 86.00 
14173 14173 30.00 0:00:07:52.434/1000 0:00:07:52.400/1000 475.29 171.41 420.00 152.53 -1000.00 -1000.00 90.00 90.00 
14174 14174 30.00 0:00:07:52.467/1000 0:00:07:52.434/1000 520.61 179.05 404.39 151.10 -1000.00 -1000.00 94.00 94.00 
14175 14174 30.00 0:00:07:52.500/1000 0:00:07:52.467/1000 514.05 180.37 406.56 152.13 -1000.00 -1000.00 98.00 98.00 
14176 14176 30.00 0:00:07:52.534/1000 0:00:07:52.500/1000 519.28 174.91 404.93 149.81 -1000.00 -1000.00 97.00 99.00 
14177 14177 30.00 0:00:07:52.567/1000 0:00:07:52.534/1000 535.58 163.48 399.78 144.55 -1000.00 -1000.00 90.00 93.00 
14178 14177 30.00 0:00:07:52.600/1000 0:00:07:52.567/1000 444.60 172.52 430.69 155.71 -1000.00 -1000.00 97.00 106.00 
14179 14179 30.00 0:00:07:52.634/1000 0:00:07:52.600/1000 354.22 185.89 463.49 169.16 -1000.00 -1000.00 97.00 110.00 
14180 14180 30.00 0:00:07:52.667/1000 0:00:07:52.634/1000 299.96 197.90 484.31 179.21 -1000.00 -1000.00 68.00 109.00 
14181 14180 30.00 0:00:07:52.700/1000 0:00:07:52.667/1000 247.23 205.08 505.47 187.68 -1000.00 -1000.00 66.00 107.00 
14182 14182 30.00 0:00:07:52.734/1000 0:00:07:52.700/1000 242.94 204.44 507.23 187.91 -1000.00 -1000.00 61.00 97.00 
14183 14183 30.00 0:00:07:52.767/1000 0:00:07:52.734/1000 238.84 209.03 508.93 190.16 -1000.00 -1000.00 58.00 84.00 
14184 14183 30.00 0:00:07:52.800/1000 0:00:07:52.767/1000 238.37 206.65 509.12 189.28 -1000.00 -1000.00 59.00 94.00 
14185 14185 30.00 0:00:07:52.834/1000 0:00:07:52.800/1000 238.47 198.58 509.05 186.14 -1000.00 -1000.00 59.00 94.00 
14186 14186 30.00 0:00:07:52.867/1000 0:00:07:52.834/1000 238.35 192.87 509.08 183.95 -1000.00 -1000.00 57.00 89.00 
14187 14186 30.00 0:00:07:52.900/1000 0:00:07:52.867/1000 237.88 192.81 509.27 183.97 -1000.00 -1000.00 56.00 86.00 
14188 14188 30.00 0:00:07:52.934/1000 0:00:07:52.900/1000 235.53 200.42 510.27 187.18 -1000.00 -1000.00 54.00 73.00 
14189 14189 30.00 0:00:07:52.967/1000 0:00:07:52.934/1000 235.51 194.57 510.25 184.91 -1000.00 -1000.00 56.00 82.00 
14190 14189 30.00 0:00:07:53.00/1000 0:00:07:52.967/1000 236.63 185.94 509.76 181.47 -1000.00 -1000.00 54.00 78.00 
14191 14191 30.00 0:00:07:53.34/1000 0:00:07:53.00/1000 237.00 182.51 509.59 180.11 -1000.00 -1000.00 53.00 77.00 
14192 14192 30.00 0:00:07:53.67/1000 0:00:07:53.34/1000 237.70 178.08 509.29 178.33 -1000.00 -1000.00 54.00 78.00 
14193 14192 30.00 0:00:07:53.100/1000 0:00:07:53.67/1000 237.77 178.53 509.26 178.50 -1000.00 -1000.00 53.00 78.00 
14194 14194 30.00 0:00:07:53.134/1000 0:00:07:53.100/1000 236.87 186.79 509.66 181.77 -1000.00 -1000.00 56.00 82.00 
14195 14195 30.00 0:00:07:53.167/1000 0:00:07:53.134/1000 241.81 191.94 507.65 183.21 -1000.00 -1000.00 55.00 82.00 
14196 14195 30.00 0:00:07:53.200/1000 0:00:07:53.167/1000 -3649.11 2347.10 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
14197 14197 30.00 0:00:07:53.234/1000 0:00:07:53.200/1000 -3649.11 2347.10 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
14198 14198 30.00 0:00:07:53.267/1000 0:00:07:53.234/1000 206.38 191.03 522.36 186.79 -1000.00 -1000.00 25.00 59.00 
14199 14198 30.00 0:00:07:53.300/1000 0:00:07:53.267/1000 167.49 171.07 538.70 183.32 -1000.00 -1000.00 26.00 52.00 
14200 14200 30.00 0:00:07:53.334/1000 0:00:07:53.300/1000 169.10 140.32 537.63 171.16 -1000.00 -1000.00 22.00 40.00 
14201 14201 30.00 0:00:07:53.367/1000 0:00:07:53.334/1000 164.77 151.44 539.62 175.94 -1000.00 -1000.00 25.00 66.00 
14202 14201 30.00 0:00:07:53.400/1000 0:00:07:53.367/1000 161.09 162.06 541.34 180.49 -1000.00 -1000.00 25.00 55.00 
14203 14203 30.00 0:00:07:53.434/1000 0:00:07:53.400/1000 162.26 148.50 540.66 175.06 -1000.00 -1000.00 26.00 49.00 
14204 14204 30.00 0:00:07:53.467/1000 0:00:07:53.434/1000 162.38 144.54 540.56 173.51 -1000.00 -1000.00 25.00 48.00 
14205 14204 30.00 0:00:07:53.500/1000 0:00:07:53.467/1000 159.39 162.11 542.07 180.70 -1000.00 -1000.00 26.00 70.00 
14206 14206 30.00 0:00:07:53.534/1000 0:00:07:53.500/1000 162.42 201.80 541.29 196.12 -1000.00 -1000.00 29.00 46.00 
14207 14207 30.00 0:00:07:53.567/1000 0:00:07:53.534/1000 211.14 190.84 520.36 186.18 -1000.00 -1000.00 55.00 62.00 
14208 14207 30.00 0:00:07:53.600/1000 0:00:07:53.567/1000 257.81 155.57 501.09 167.70 -1000.00 -1000.00 55.00 65.00 
14209 14209 30.00 0:00:07:53.634/1000 0:00:07:53.600/1000 259.29 153.53 500.49 166.79 -1000.00 -1000.00 56.00 60.00 
14210 14210 30.00 0:00:07:53.667/1000 0:00:07:53.634/1000 257.11 166.75 501.38 171.97 -1000.00 -1000.00 60.00 78.00 
14211 14210 30.00 0:00:07:53.700/1000 0:00:07:53.667/1000 256.07 175.52 501.82 175.40 -1000.00 -1000.00 58.00 69.00 
14212 14212 30.00 0:00:07:53.734/1000 0:00:07:53.700/1000 256.02 172.62 501.83 174.31 -1000.00 -1000.00 60.00 78.00 
14213 14213 30.00 0:00:07:53.767/1000 0:00:07:53.734/1000 253.02 181.81 503.06 178.12 -1000.00 -1000.00 61.00 82.00 
14214 14213 30.00 0:00:07:53.800/1000 0:00:07:53.767/1000 252.28 180.58 503.36 177.72 -1000.00 -1000.00 61.00 82.00 
14215 14215 30.00 0:00:07:53.834/1000 0:00:07:53.800/1000 255.41 163.07 502.06 170.77 -1000.00 -1000.00 59.00 71.00 
14216 14216 30.00 0:00:07:53.867/1000 0:00:07:53.834/1000 257.10 155.53 501.38 167.76 -1000.00 -1000.00 62.00 78.00 
14217 14216 30.00 0:00:07:53.900/1000 0:00:07:53.867/1000 256.14 161.55 501.77 170.12 -1000.00 -1000.00 61.00 78.00 
14218 14218 30.00 0:00:07:53.934/1000 0:00:07:53.900/1000 255.82 164.84 501.90 171.39 -1000.00 -1000.00 63.00 82.00 
14219 14219 30.00 0:00:07:53.967/1000 0:00:07:53.934/1000 256.64 163.44 501.57 170.78 -1000.00 -1000.00 62.00 80.00 
14220 14219 30.00 0:00:07:54.00/1000 0:00:07:53.967/1000 261.44 144.40 499.63 163.17 -1000.00 -1000.00 58.00 56.00 
14221 14221 30.00 0:00:07:54.34/1000 0:00:07:54.00/1000 266.93 137.72 497.44 160.15 -1000.00 -1000.00 64.00 76.00 
14222 14222 30.00 0:00:07:54.67/1000 0:00:07:54.34/1000 265.62 156.64 497.97 167.31 -1000.00 -1000.00 66.00 82.00 
14223 14222 30.00 0:00:07:54.100/1000 0:00:07:54.67/1000 262.15 167.57 499.36 171.76 -1000.00 -1000.00 66.00 86.00 
14224 14224 30.00 0:00:07:54.134/1000 0:00:07:54.100/1000 260.84 170.96 499.89 173.17 -1000.00 -1000.00 67.00 86.00 
14225 14225 30.00 0:00:07:54.167/1000 0:00:07:54.134/1000 260.43 171.14 500.06 173.28 -1000.00 -1000.00 67.00 90.00 
14226 14225 30.00 0:00:07:54.200/1000 0:00:07:54.167/1000 250.03 193.10 504.30 182.75 -1000.00 -1000.00 63.00 71.00 
14227 14227 30.00 0:00:07:54.234/1000 0:00:07:54.200/1000 209.29 192.00 521.14 186.84 -1000.00 -1000.00 38.00 84.00 
14228 14228 30.00 0:00:07:54.267/1000 0:00:07:54.234/1000 174.54 165.73 535.61 180.44 -1000.00 -1000.00 34.00 80.00 
14229 14228 30.00 0:00:07:54.300/1000 0:00:07:54.267/1000 167.85 165.30 538.47 181.01 -1000.00 -1000.00 30.00 74.00 
14230 14230 30.00 0:00:07:54.334/1000 0:00:07:54.300/1000 165.47 163.28 539.47 180.49 -1000.00 -1000.00 30.00 74.00 
14231 14231 30.00 0:00:07:54.367/1000 0:00:07:54.334/1000 168.05 142.73 538.11 172.20 -1000.00 -1000.00 29.00 52.00 
14232 14231 30.00 0:00:07:54.400/1000 0:00:07:54.367/1000 170.54 126.75 536.86 165.79 -1000.00 -1000.00 28.00 49.00 
14233 14233 30.00 0:00:07:54.434/1000 0:00:07:54.400/1000 170.67 124.16 536.77 164.78 -1000.00 -1000.00 29.00 46.00 
14234 14234 30.00 0:00:07:54.467/1000 0:00:07:54.434/1000 170.71 120.96 536.72 163.55 -1000.00 -1000.00 29.00 46.00 
14235 14234 30.00 0:00:07:54.500/1000 0:00:07:54.467/1000 171.67 119.52 536.30 162.91 -1000.00 -1000.00 28.00 43.00 
14236 14236 30.00 0:00:07:54.534/1000 0:00:07:54.500/1000 207.92 126.05 521.24 161.69 -1000.00 -1000.00 50.00 54.00 
14237 14237 30.00 0:00:07:54.567/1000 0:00:07:54.534/1000 249.72 141.12 504.31 163.12 -1000.00 -1000.00 57.00 63.00 
14238 14237 30.00 0:00:07:54.600/1000 0:00:07:54.567/1000 257.12 147.04 501.35 164.59 -1000.00 -1000.00 58.00 61.00 
14239 14239 30.00 0:00:07:54.634/1000 0:00:07:54.600/1000 256.14 154.64 501.76 167.52 -1000.00 -1000.00 61.00 74.00 
14240 14240 30.00 0:00:07:54.667/1000 0:00:07:54.634/1000 253.13 165.46 502.99 171.90 -1000.00 -1000.00 61.00 77.00 
14241 14240 30.00 0:00:07:54.700/1000 0:00:07:54.667/1000 251.41 172.71 503.69 174.82 -1000.00 -1000.00 63.00 74.00 
14242 14242 30.00 0:00:07:54.734/1000 0:00:07:54.700/1000 254.47 161.91 502.44 170.43 -1000.00 -1000.00 60.00 63.00 
14243 14243 30.00 0:00:07:54.767/1000 0:00:07:54.734/1000 254.15 166.07 502.57 172.03 -1000.00 -1000.00 64.00 82.00 
14244 14243 30.00 0:00:07:54.800/1000 0:00:07:54.767/1000 253.01 179.86 503.06 177.37 -1000.00 -1000.00 64.00 85.00 
14245 14245 30.00 0:00:07:54.834/1000 0:00:07:54.800/1000 260.97 214.30 499.88 189.71 -1000.00 -1000.00 57.00 46.00 
14246 14246 30.00 0:00:07:54.867/1000 0:00:07:54.834/1000 -3649.11 2347.10 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
14247 14246 30.00 0:00:07:54.900/1000 0:00:07:54.867/1000 -3649.11 2347.10 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
14248 14248 30.00 0:00:07:54.934/1000 0:00:07:54.900/1000 263.49 239.78 498.87 199.35 -1000.00 -1000.00 57.00 58.00 
14249 14249 30.00 0:00:07:54.967/1000 0:00:07:54.934/1000 262.38 209.99 499.30 187.89 -1000.00 -1000.00 64.00 85.00 
14250 14249 30.00 0:00:07:55.00/1000 0:00:07:54.967/1000 260.75 200.44 499.96 184.40 -1000.00 -1000.00 63.00 76.00 
14251 14251 30.00 0:00:07:55.34/1000 0:00:07:55.00/1000 257.17 204.73 501.41 186.44 -1000.00 -1000.00 64.00 80.00 
14252 14252 30.00 0:00:07:55.67/1000 0:00:07:55.34/1000 257.12 194.58 501.42 182.55 -1000.00 -1000.00 65.00 82.00 
14253 14252 30.00 0:00:07:55.100/1000 0:00:07:55.67/1000 258.34 181.85 500.91 177.56 -1000.00 -1000.00 65.00 86.00 
14254 14254 30.00 0:00:07:55.134/1000 0:00:07:55.100/1000 259.84 169.78 500.29 172.83 -1000.00 -1000.00 65.00 82.00 
14255 14255 30.00 0:00:07:55.167/1000 0:00:07:55.134/1000 258.38 172.85 500.88 174.14 -1000.00 -1000.00 66.00 86.00 
14256 14255 30.00 0:00:07:55.200/1000 0:00:07:55.167/1000 256.01 181.80 501.85 177.79 -1000.00 -1000.00 65.00 86.00 
14257 14257 30.00 0:00:07:55.234/1000 0:00:07:55.200/1000 256.93 175.49 501.47 175.30 -1000.00 -1000.00 65.00 82.00 
14258 14258 30.00 0:00:07:55.267/1000 0:00:07:55.234/1000 258.79 165.05 500.71 171.16 -1000.00 -1000.00 65.00 80.00 
14259 14258 30.00 0:00:07:55.300/1000 0:00:07:55.267/1000 261.47 151.23 499.62 165.71 -1000.00 -1000.00 64.00 68.00 
14260 14260 30.00 0:00:07:55.334/1000 0:00:07:55.300/1000 261.05 153.73 499.79 166.68 -1000.00 -1000.00 66.00 83.00 
14261 14261 30.00 0:00:07:55.367/1000 0:00:07:55.334/1000 260.83 154.50 499.88 166.99 -1000.00 -1000.00 63.00 68.00 
14262 14261 30.00 0:00:07:55.400/1000 0:00:07:55.367/1000 263.21 143.76 498.92 162.75 -1000.00 -1000.00 64.00 68.00 
14263 14263 30.00 0:00:07:55.434/1000 0:00:07:55.400/1000 261.04 157.39 499.80 168.05 -1000.00 -1000.00 65.00 86.00 
14264 14264 30.00 0:00:07:55.467/1000 0:00:07:55.434/1000 259.00 169.74 500.63 172.91 -1000.00 -1000.00 64.00 85.00 
14265 14264 30.00 0:00:07:55.500/1000 0:00:07:55.467/1000 259.54 168.65 500.41 172.44 -1000.00 -1000.00 66.00 87.00 
14266 14266 30.00 0:00:07:55.534/1000 0:00:07:55.500/1000 260.11 165.15 500.18 171.06 -1000.00 -1000.00 66.00 79.00 
14267 14267 30.00 0:00:07:55.567/1000 0:00:07:55.534/1000 259.88 165.71 500.27 171.29 -1000.00 -1000.00 66.00 86.00 
14268 14267 30.00 0:00:07:55.600/1000 0:00:07:55.567/1000 258.48 173.23 500.84 174.28 -1000.00 -1000.00 66.00 86.00 
14269 14269 30.00 0:00:07:55.634/1000 0:00:07:55.600/1000 262.91 165.60 499.06 170.94 -1000.00 -1000.00 67.00 78.00 
14270 14270 30.00 0:00:07:55.667/1000 0:00:07:55.634/1000 266.96 156.71 497.44 167.20 -1000.00 -1000.00 67.00 80.00 
14271 14270 30.00 0:00:07:55.700/1000 0:00:07:55.667/1000 265.10 162.00 498.18 169.36 -1000.00 -1000.00 66.00 87.00 
14272 14272 30.00 0:00:07:55.734/1000 0:00:07:55.700/1000 262.15 175.59 499.37 174.79 -1000.00 -1000.00 68.00 86.00 
14273 14273 30.00 0:00:07:55.767/1000 0:00:07:55.734/1000 260.66 180.75 499.97 176.90 -1000.00 -1000.00 67.00 86.00 
14274 14273 30.00 0:00:07:55.800/1000 0:00:07:55.767/1000 260.47 178.87 500.05 176.21 -1000.00 -1000.00 68.00 90.00 
14275 14275 30.00 0:00:07:55.834/1000 0:00:07:55.800/1000 259.98 179.85 500.24 176.63 -1000.00 -1000.00 68.00 94.00 
14276 14276 30.00 0:00:07:55.867/1000 0:00:07:55.834/1000 261.06 174.41 499.81 174.45 -1000.00 -1000.00 66.00 90.00 
14277 14276 30.00 0:00:07:55.900/1000 0:00:07:55.867/1000 258.92 184.78 500.68 178.61 -1000.00 -1000.00 67.00 84.00 
14278 14278 30.00 0:00:07:55.934/1000 0:00:07:55.900/1000 258.43 186.83 500.88 179.45 -1000.00 -1000.00 67.00 86.00 
14279 14279 30.00 0:00:07:55.967/1000 0:00:07:55.934/1000 255.18 183.88 502.19 178.67 -1000.00 -1000.00 65.00 86.00 
14280 14279 30.00 0:00:07:56.00/1000 0:00:07:55.967/1000 252.83 175.42 503.12 175.70 -1000.00 -1000.00 63.00 75.00 
14281 14281 30.00 0:00:07:56.34/1000 0:00:07:56.00/1000 256.21 159.36 501.74 169.29 -1000.00 -1000.00 65.00 78.00 
14282 14282 30.00 0:00:07:56.67/1000 0:00:07:56.34/1000 255.47 162.90 502.04 170.69 -1000.00 -1000.00 66.00 81.00 
14283 14282 30.00 0:00:07:56.100/1000 0:00:07:56.67/1000 252.87 176.19 503.11 175.99 -1000.00 -1000.00 66.00 86.00 
14284 14284 30.00 0:00:07:56.134/1000 0:00:07:56.100/1000 250.78 188.62 503.98 180.96 -1000.00 -1000.00 66.00 82.00 
14285 14285 30.00 0:00:07:56.167/1000 0:00:07:56.134/1000 251.07 187.81 503.86 180.62 -1000.00 -1000.00 67.00 86.00 
14286 14285 30.00 0:00:07:56.200/1000 0:00:07:56.167/1000 251.64 187.03 503.63 180.26 -1000.00 -1000.00 67.00 82.00 
14287 14287 30.00 0:00:07:56.234/1000 0:00:07:56.200/1000 250.57 196.15 504.09 183.87 -1000.00 -1000.00 67.00 86.00 
14288 14288 30.00 0:00:07:56.267/1000 0:00:07:56.234/1000 253.35 185.48 502.93 179.48 -1000.00 -1000.00 67.00 82.00 
14289 14288 30.00 0:00:07:56.300/1000 0:00:07:56.267/1000 254.52 183.46 502.46 178.58 -1000.00 -1000.00 68.00 78.00 
14290 14290 30.00 0:00:07:56.334/1000 0:00:07:56.300/1000 252.70 194.04 503.21 182.82 -1000.00 -1000.00 69.00 82.00 
14291 14291 30.00 0:00:07:56.367/1000 0:00:07:56.334/1000 255.60 180.65 502.02 177.40 -1000.00 -1000.00 67.00 84.00 
14292 14291 30.00 0:00:07:56.400/1000 0:00:07:56.367/1000 257.63 175.09 501.19 175.07 -1000.00 -1000.00 67.00 82.00 
14293 14293 30.00 0:00:07:56.434/1000 0:00:07:56.400/1000 257.48 178.78 501.25 176.48 -1000.00 -1000.00 70.00 86.00 
14294 14294 30.00 0:00:07:56.467/1000 0:00:07:56.434/1000 258.12 179.49 500.99 176.69 -1000.00 -1000.00 69.00 82.00 
14295 14294 30.00 0:00:07:56.500/1000 0:00:07:56.467/1000 258.34 182.20 500.91 177.69 -1000.00 -1000.00 70.00 86.00 
14296 14296 30.00 0:00:07:56.534/1000 0:00:07:56.500/1000 259.30 179.99 500.52 176.75 -1000.00 -1000.00 70.00 86.00 
14297 14297 30.00 0:00:07:56.567/1000 0:00:07:56.534/1000 260.76 174.63 499.93 174.57 -1000.00 -1000.00 71.00 86.00 
14298 14297 30.00 0:00:07:56.600/1000 0:00:07:56.567/1000 260.11 178.91 500.19 176.26 -1000.00 -1000.00 70.00 82.00 
14299 14299 30.00 0:00:07:56.634/1000 0:00:07:56.600/1000 260.50 176.66 500.03 175.36 -1000.00 -1000.00 68.00 85.00 
14300 14300 30.00 0:00:07:56.667/1000 0:00:07:56.634/1000 265.89 154.73 497.86 166.56 -1000.00 -1000.00 64.00 61.00 
14301 14300 30.00 0:00:07:56.700/1000 0:00:07:56.667/1000 266.49 152.06 497.62 165.51 -1000.00 -1000.00 67.00 81.00 
