record started at: 04-30-19 02:26:54

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
13924 13924 30.00 0:00:07:44.134/1000 0:00:07:44.100/1000 261.02 190.22 499.84 180.46 -1000.00 -1000.00 74.00 105.00 
13925 13925 30.00 0:00:07:44.167/1000 0:00:07:44.134/1000 259.28 206.47 500.56 186.88 -1000.00 -1000.00 75.00 98.00 
13926 13925 30.00 0:00:07:44.200/1000 0:00:07:44.167/1000 259.02 215.07 500.67 190.23 -1000.00 -1000.00 75.00 102.00 
13927 13927 30.00 0:00:07:44.234/1000 0:00:07:44.200/1000 260.71 202.02 499.97 185.01 -1000.00 -1000.00 74.00 102.00 
13928 13928 30.00 0:00:07:44.267/1000 0:00:07:44.234/1000 262.04 194.52 499.43 181.99 -1000.00 -1000.00 76.00 98.00 
13929 13928 30.00 0:00:07:44.300/1000 0:00:07:44.267/1000 262.21 192.59 499.36 181.23 -1000.00 -1000.00 76.00 102.00 
13930 13930 30.00 0:00:07:44.334/1000 0:00:07:44.300/1000 259.49 201.82 500.47 185.07 -1000.00 -1000.00 75.00 93.00 
13931 13931 30.00 0:00:07:44.367/1000 0:00:07:44.334/1000 258.35 201.28 500.93 184.99 -1000.00 -1000.00 76.00 102.00 
13932 13931 30.00 0:00:07:44.400/1000 0:00:07:44.367/1000 260.07 188.89 500.22 180.06 -1000.00 -1000.00 75.00 104.00 
13933 13933 30.00 0:00:07:44.434/1000 0:00:07:44.400/1000 260.07 191.52 500.22 181.06 -1000.00 -1000.00 77.00 105.00 
13934 13934 30.00 0:00:07:44.467/1000 0:00:07:44.434/1000 260.32 192.22 500.12 181.30 -1000.00 -1000.00 75.00 102.00 
13935 13934 30.00 0:00:07:44.500/1000 0:00:07:44.467/1000 261.70 184.61 499.56 178.25 -1000.00 -1000.00 76.00 90.00 
13936 13936 30.00 0:00:07:44.534/1000 0:00:07:44.500/1000 263.55 172.68 498.80 173.54 -1000.00 -1000.00 74.00 83.00 
13937 13937 30.00 0:00:07:44.567/1000 0:00:07:44.534/1000 263.57 170.32 498.79 172.65 -1000.00 -1000.00 75.00 89.00 
13938 13937 30.00 0:00:07:44.600/1000 0:00:07:44.567/1000 262.78 172.59 499.12 173.58 -1000.00 -1000.00 76.00 91.00 
13939 13939 30.00 0:00:07:44.634/1000 0:00:07:44.600/1000 262.12 174.88 499.38 174.52 -1000.00 -1000.00 75.00 94.00 
13940 13940 30.00 0:00:07:44.667/1000 0:00:07:44.634/1000 260.96 165.71 499.84 171.18 -1000.00 -1000.00 71.00 77.00 
13941 13940 30.00 0:00:07:44.700/1000 0:00:07:44.667/1000 260.03 154.82 500.20 167.19 -1000.00 -1000.00 70.00 78.00 
13942 13942 30.00 0:00:07:44.734/1000 0:00:07:44.700/1000 258.90 158.82 500.66 168.81 -1000.00 -1000.00 72.00 84.00 
13943 13943 30.00 0:00:07:44.767/1000 0:00:07:44.734/1000 256.99 163.28 501.43 170.68 -1000.00 -1000.00 73.00 86.00 
13944 13943 30.00 0:00:07:44.800/1000 0:00:07:44.767/1000 255.39 164.91 502.07 171.46 -1000.00 -1000.00 72.00 87.00 
13945 13945 30.00 0:00:07:44.834/1000 0:00:07:44.800/1000 253.66 172.41 502.78 174.48 -1000.00 -1000.00 72.00 90.00 
13946 13946 30.00 0:00:07:44.867/1000 0:00:07:44.834/1000 252.42 180.27 503.30 177.59 -1000.00 -1000.00 72.00 94.00 
13947 13946 30.00 0:00:07:44.900/1000 0:00:07:44.867/1000 253.90 172.35 502.69 174.42 -1000.00 -1000.00 72.00 85.00 
13948 13948 30.00 0:00:07:44.934/1000 0:00:07:44.900/1000 255.11 169.97 502.20 173.40 -1000.00 -1000.00 72.00 97.00 
13949 13949 30.00 0:00:07:44.967/1000 0:00:07:44.934/1000 255.37 175.59 502.10 175.50 -1000.00 -1000.00 73.00 95.00 
13950 13949 30.00 0:00:07:45.00/1000 0:00:07:44.967/1000 256.72 174.46 501.55 174.93 -1000.00 -1000.00 74.00 94.00 
13951 13951 30.00 0:00:07:45.34/1000 0:00:07:45.00/1000 258.53 169.65 500.82 172.92 -1000.00 -1000.00 74.00 86.00 
13952 13952 30.00 0:00:07:45.67/1000 0:00:07:45.34/1000 259.30 170.90 500.51 173.31 -1000.00 -1000.00 75.00 96.00 
13953 13952 30.00 0:00:07:45.100/1000 0:00:07:45.67/1000 262.07 180.91 499.41 176.81 -1000.00 -1000.00 76.00 94.00 
13954 13954 30.00 0:00:07:45.134/1000 0:00:07:45.100/1000 265.70 183.40 497.95 177.37 -1000.00 -1000.00 77.00 96.00 
13955 13955 30.00 0:00:07:45.167/1000 0:00:07:45.134/1000 266.19 183.97 497.75 177.53 -1000.00 -1000.00 77.00 98.00 
13956 13955 30.00 0:00:07:45.200/1000 0:00:07:45.167/1000 266.35 187.87 497.69 178.99 -1000.00 -1000.00 77.00 98.00 
13957 13957 30.00 0:00:07:45.234/1000 0:00:07:45.200/1000 266.94 190.62 497.45 179.97 -1000.00 -1000.00 78.00 98.00 
13958 13958 30.00 0:00:07:45.267/1000 0:00:07:45.234/1000 268.72 187.37 496.74 178.55 -1000.00 -1000.00 78.00 95.00 
13959 13958 30.00 0:00:07:45.300/1000 0:00:07:45.267/1000 269.90 188.22 496.26 178.74 -1000.00 -1000.00 79.00 102.00 
13960 13960 30.00 0:00:07:45.334/1000 0:00:07:45.300/1000 270.21 191.75 496.14 180.06 -1000.00 -1000.00 80.00 102.00 
13961 13961 30.00 0:00:07:45.367/1000 0:00:07:45.334/1000 270.30 191.22 496.10 179.84 -1000.00 -1000.00 79.00 104.00 
13962 13961 30.00 0:00:07:45.400/1000 0:00:07:45.367/1000 269.20 195.64 496.54 181.64 -1000.00 -1000.00 79.00 105.00 
13963 13963 30.00 0:00:07:45.434/1000 0:00:07:45.400/1000 269.89 187.40 496.27 178.44 -1000.00 -1000.00 77.00 89.00 
13964 13964 30.00 0:00:07:45.467/1000 0:00:07:45.434/1000 269.98 186.09 496.23 177.93 -1000.00 -1000.00 79.00 105.00 
13965 13964 30.00 0:00:07:45.500/1000 0:00:07:45.467/1000 269.19 191.79 496.55 180.18 -1000.00 -1000.00 79.00 99.00 
13966 13966 30.00 0:00:07:45.534/1000 0:00:07:45.500/1000 269.27 188.75 496.51 179.01 -1000.00 -1000.00 79.00 102.00 
13967 13967 30.00 0:00:07:45.567/1000 0:00:07:45.534/1000 267.75 194.61 497.13 181.41 -1000.00 -1000.00 79.00 105.00 
13968 13967 30.00 0:00:07:45.600/1000 0:00:07:45.567/1000 267.48 195.44 497.23 181.75 -1000.00 -1000.00 80.00 104.00 
13969 13969 30.00 0:00:07:45.634/1000 0:00:07:45.600/1000 268.74 189.28 496.73 179.28 -1000.00 -1000.00 79.00 99.00 
13970 13970 30.00 0:00:07:45.667/1000 0:00:07:45.634/1000 269.11 189.95 496.58 179.49 -1000.00 -1000.00 80.00 105.00 
13971 13970 30.00 0:00:07:45.700/1000 0:00:07:45.667/1000 268.30 199.03 496.90 183.03 -1000.00 -1000.00 81.00 105.00 
13972 13972 30.00 0:00:07:45.734/1000 0:00:07:45.700/1000 268.98 196.81 496.63 182.12 -1000.00 -1000.00 80.00 98.00 
13973 13973 30.00 0:00:07:45.767/1000 0:00:07:45.734/1000 270.82 184.84 495.89 177.37 -1000.00 -1000.00 79.00 90.00 
13974 13973 30.00 0:00:07:45.800/1000 0:00:07:45.767/1000 271.77 182.22 495.52 176.28 -1000.00 -1000.00 79.00 92.00 
13975 13975 30.00 0:00:07:45.834/1000 0:00:07:45.800/1000 273.08 183.09 494.99 176.47 -1000.00 -1000.00 81.00 91.00 
13976 13976 30.00 0:00:07:45.867/1000 0:00:07:45.834/1000 274.14 189.02 494.56 178.60 -1000.00 -1000.00 81.00 102.00 
13977 13976 30.00 0:00:07:45.900/1000 0:00:07:45.867/1000 274.71 195.66 494.33 181.06 -1000.00 -1000.00 82.00 104.00 
13978 13978 30.00 0:00:07:45.934/1000 0:00:07:45.900/1000 276.47 187.50 493.64 177.78 -1000.00 -1000.00 80.00 88.00 
13979 13979 30.00 0:00:07:45.967/1000 0:00:07:45.934/1000 276.61 188.22 493.58 178.03 -1000.00 -1000.00 82.00 104.00 
13980 13979 30.00 0:00:07:46.00/1000 0:00:07:45.967/1000 274.46 195.55 494.43 181.04 -1000.00 -1000.00 82.00 105.00 
13981 13981 30.00 0:00:07:46.34/1000 0:00:07:46.00/1000 271.22 195.14 495.73 181.23 -1000.00 -1000.00 81.00 109.00 
13982 13982 30.00 0:00:07:46.67/1000 0:00:07:46.34/1000 268.32 200.49 496.90 183.59 -1000.00 -1000.00 81.00 110.00 
13983 13982 30.00 0:00:07:46.100/1000 0:00:07:46.67/1000 265.21 220.04 498.16 191.46 -1000.00 -1000.00 80.00 99.00 
13984 13984 30.00 0:00:07:46.134/1000 0:00:07:46.100/1000 264.47 217.84 498.46 190.69 -1000.00 -1000.00 81.00 109.00 
13985 13985 30.00 0:00:07:46.167/1000 0:00:07:46.134/1000 265.33 202.19 498.11 184.57 -1000.00 -1000.00 81.00 113.00 
13986 13985 30.00 0:00:07:46.200/1000 0:00:07:46.167/1000 264.00 206.16 498.64 186.24 -1000.00 -1000.00 80.00 110.00 
13987 13987 30.00 0:00:07:46.234/1000 0:00:07:46.200/1000 263.22 210.40 498.96 187.96 -1000.00 -1000.00 80.00 105.00 
13988 13988 30.00 0:00:07:46.267/1000 0:00:07:46.234/1000 263.24 216.43 498.96 190.28 -1000.00 -1000.00 80.00 105.00 
13989 13988 30.00 0:00:07:46.300/1000 0:00:07:46.267/1000 264.84 222.54 498.31 192.47 -1000.00 -1000.00 82.00 105.00 
13990 13990 30.00 0:00:07:46.334/1000 0:00:07:46.300/1000 265.97 225.27 497.85 193.40 -1000.00 -1000.00 82.00 102.00 
13991 13991 30.00 0:00:07:46.367/1000 0:00:07:46.334/1000 268.74 216.57 496.73 189.72 -1000.00 -1000.00 81.00 92.00 
13992 13991 30.00 0:00:07:46.400/1000 0:00:07:46.367/1000 273.75 205.67 494.71 184.98 -1000.00 -1000.00 81.00 84.00 
13993 13993 30.00 0:00:07:46.434/1000 0:00:07:46.400/1000 277.65 215.98 493.14 188.51 -1000.00 -1000.00 84.00 98.00 
13994 13994 30.00 0:00:07:46.467/1000 0:00:07:46.434/1000 282.01 236.63 491.36 195.99 -1000.00 -1000.00 86.00 105.00 
13995 13994 30.00 0:00:07:46.500/1000 0:00:07:46.467/1000 286.63 248.80 489.47 200.19 -1000.00 -1000.00 87.00 110.00 
13996 13996 30.00 0:00:07:46.534/1000 0:00:07:46.500/1000 291.39 261.33 487.52 204.54 -1000.00 -1000.00 85.00 111.00 
13997 13997 30.00 0:00:07:46.567/1000 0:00:07:46.534/1000 296.54 274.22 485.41 208.99 -1000.00 -1000.00 88.00 117.00 
13998 13997 30.00 0:00:07:46.600/1000 0:00:07:46.567/1000 294.09 279.38 486.38 211.32 -1000.00 -1000.00 86.00 115.00 
13999 13999 30.00 0:00:07:46.634/1000 0:00:07:46.600/1000 291.64 276.56 487.38 210.51 -1000.00 -1000.00 87.00 110.00 
14000 14000 30.00 0:00:07:46.667/1000 0:00:07:46.634/1000 294.74 273.51 486.14 208.93 -1000.00 -1000.00 86.00 110.00 
14001 14000 30.00 0:00:07:46.700/1000 0:00:07:46.667/1000 296.57 267.90 485.42 206.50 -1000.00 -1000.00 87.00 101.00 
14002 14002 30.00 0:00:07:46.734/1000 0:00:07:46.700/1000 298.38 271.75 484.68 207.80 -1000.00 -1000.00 88.00 110.00 
14003 14003 30.00 0:00:07:46.767/1000 0:00:07:46.734/1000 299.94 281.29 484.01 211.37 -1000.00 -1000.00 88.00 110.00 
14004 14003 30.00 0:00:07:46.800/1000 0:00:07:46.767/1000 302.11 282.68 483.14 211.66 -1000.00 -1000.00 88.00 114.00 
14005 14005 30.00 0:00:07:46.834/1000 0:00:07:46.800/1000 303.82 284.63 482.44 212.23 -1000.00 -1000.00 84.00 114.00 
14006 14006 30.00 0:00:07:46.867/1000 0:00:07:46.834/1000 306.14 292.20 481.47 214.94 -1000.00 -1000.00 87.00 107.00 
14007 14006 30.00 0:00:07:46.900/1000 0:00:07:46.867/1000 309.96 292.00 479.94 214.40 -1000.00 -1000.00 90.00 117.00 
14008 14008 30.00 0:00:07:46.934/1000 0:00:07:46.900/1000 312.50 285.02 478.96 211.33 -1000.00 -1000.00 88.00 117.00 
14009 14009 30.00 0:00:07:46.967/1000 0:00:07:46.934/1000 313.11 285.05 478.72 211.27 -1000.00 -1000.00 89.00 117.00 
14010 14009 30.00 0:00:07:47.00/1000 0:00:07:46.967/1000 312.94 281.04 478.80 209.71 -1000.00 -1000.00 88.00 117.00 
14011 14011 30.00 0:00:07:47.34/1000 0:00:07:47.00/1000 312.94 274.89 478.84 207.30 -1000.00 -1000.00 89.00 111.00 
14012 14012 30.00 0:00:07:47.67/1000 0:00:07:47.34/1000 312.88 270.36 478.89 205.54 -1000.00 -1000.00 89.00 110.00 
14013 14012 30.00 0:00:07:47.100/1000 0:00:07:47.67/1000 312.89 268.28 478.89 204.73 -1000.00 -1000.00 90.00 112.00 
14014 14014 30.00 0:00:07:47.134/1000 0:00:07:47.100/1000 312.88 266.07 478.91 203.87 -1000.00 -1000.00 91.00 114.00 
14015 14015 30.00 0:00:07:47.167/1000 0:00:07:47.134/1000 312.55 262.41 479.06 202.48 -1000.00 -1000.00 91.00 117.00 
14016 14015 30.00 0:00:07:47.200/1000 0:00:07:47.167/1000 312.31 259.75 479.17 201.48 -1000.00 -1000.00 90.00 120.00 
14017 14017 30.00 0:00:07:47.234/1000 0:00:07:47.200/1000 311.40 256.29 479.54 200.24 -1000.00 -1000.00 89.00 118.00 
14018 14018 30.00 0:00:07:47.267/1000 0:00:07:47.234/1000 309.79 250.28 480.21 198.10 -1000.00 -1000.00 88.00 114.00 
14019 14018 30.00 0:00:07:47.300/1000 0:00:07:47.267/1000 307.21 245.20 481.26 196.44 -1000.00 -1000.00 87.00 117.00 
14020 14020 30.00 0:00:07:47.334/1000 0:00:07:47.300/1000 303.81 242.41 482.62 195.75 -1000.00 -1000.00 86.00 120.00 
14021 14021 30.00 0:00:07:47.367/1000 0:00:07:47.334/1000 300.79 237.28 483.84 194.11 -1000.00 -1000.00 85.00 113.00 
14022 14021 30.00 0:00:07:47.400/1000 0:00:07:47.367/1000 296.15 226.53 485.72 190.50 -1000.00 -1000.00 84.00 110.00 
14023 14023 30.00 0:00:07:47.434/1000 0:00:07:47.400/1000 290.73 219.97 487.90 188.59 -1000.00 -1000.00 82.00 110.00 
14024 14024 30.00 0:00:07:47.467/1000 0:00:07:47.434/1000 291.40 242.27 487.57 197.10 -1000.00 -1000.00 77.00 71.00 
14025 14024 30.00 0:00:07:47.500/1000 0:00:07:47.467/1000 -3649.11 2347.10 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
14026 14026 30.00 0:00:07:47.534/1000 0:00:07:47.500/1000 180.26 341.64 535.18 252.18 -1000.00 -1000.00 53.00 50.00 
14027 14027 30.00 0:00:07:47.567/1000 0:00:07:47.534/1000 176.40 354.15 537.07 258.20 -1000.00 -1000.00 55.00 33.00 
14028 14027 30.00 0:00:07:47.600/1000 0:00:07:47.567/1000 277.17 273.44 493.27 211.02 -1000.00 -1000.00 66.00 64.00 
14029 14029 30.00 0:00:07:47.634/1000 0:00:07:47.600/1000 268.39 241.40 496.87 199.42 -1000.00 -1000.00 73.00 86.00 
14030 14030 30.00 0:00:07:47.667/1000 0:00:07:47.634/1000 263.72 228.91 498.77 195.08 -1000.00 -1000.00 68.00 81.00 
14031 14030 30.00 0:00:07:47.700/1000 0:00:07:47.667/1000 258.71 224.68 500.81 194.00 -1000.00 -1000.00 69.00 92.00 
14032 14032 30.00 0:00:07:47.734/1000 0:00:07:47.700/1000 253.56 225.66 502.92 194.97 -1000.00 -1000.00 69.00 87.00 
14033 14033 30.00 0:00:07:47.767/1000 0:00:07:47.734/1000 247.11 229.91 505.58 197.38 -1000.00 -1000.00 69.00 92.00 
14034 14033 30.00 0:00:07:47.800/1000 0:00:07:47.767/1000 241.52 231.09 507.90 198.49 -1000.00 -1000.00 67.00 85.00 
14035 14035 30.00 0:00:07:47.834/1000 0:00:07:47.800/1000 237.29 235.90 509.68 200.89 -1000.00 -1000.00 66.00 81.00 
14036 14036 30.00 0:00:07:47.867/1000 0:00:07:47.834/1000 235.01 238.23 510.64 202.08 -1000.00 -1000.00 65.00 78.00 
14037 14036 30.00 0:00:07:47.900/1000 0:00:07:47.867/1000 235.23 233.55 510.52 200.20 -1000.00 -1000.00 68.00 89.00 
14038 14038 30.00 0:00:07:47.934/1000 0:00:07:47.900/1000 235.91 231.35 510.23 199.25 -1000.00 -1000.00 66.00 81.00 
14039 14039 30.00 0:00:07:47.967/1000 0:00:07:47.934/1000 235.99 232.10 510.20 199.54 -1000.00 -1000.00 67.00 83.00 
14040 14039 30.00 0:00:07:48.00/1000 0:00:07:47.967/1000 239.48 218.72 508.70 193.87 -1000.00 -1000.00 66.00 98.00 
14041 14041 30.00 0:00:07:48.34/1000 0:00:07:48.00/1000 245.15 202.41 506.32 186.88 -1000.00 -1000.00 70.00 94.00 
14042 14042 30.00 0:00:07:48.67/1000 0:00:07:48.34/1000 246.59 197.87 505.71 184.97 -1000.00 -1000.00 67.00 90.00 
14043 14042 30.00 0:00:07:48.100/1000 0:00:07:48.67/1000 244.76 195.48 506.46 184.25 -1000.00 -1000.00 67.00 86.00 
14044 14044 30.00 0:00:07:48.134/1000 0:00:07:48.100/1000 242.43 196.64 507.41 184.95 -1000.00 -1000.00 66.00 86.00 
14045 14045 30.00 0:00:07:48.167/1000 0:00:07:48.134/1000 242.03 189.10 507.55 182.09 -1000.00 -1000.00 67.00 90.00 
14046 14045 30.00 0:00:07:48.200/1000 0:00:07:48.167/1000 243.08 173.20 507.08 175.90 -1000.00 -1000.00 65.00 86.00 
14047 14047 30.00 0:00:07:48.234/1000 0:00:07:48.200/1000 243.38 169.42 506.94 174.42 -1000.00 -1000.00 65.00 86.00 
14048 14048 30.00 0:00:07:48.267/1000 0:00:07:48.234/1000 244.79 168.86 506.37 174.07 -1000.00 -1000.00 65.00 86.00 
14049 14048 30.00 0:00:07:48.300/1000 0:00:07:48.267/1000 246.44 172.65 505.71 175.33 -1000.00 -1000.00 65.00 90.00 
14050 14050 30.00 0:00:07:48.334/1000 0:00:07:48.300/1000 250.04 166.92 504.23 172.78 -1000.00 -1000.00 63.00 75.00 
14051 14051 30.00 0:00:07:48.367/1000 0:00:07:48.334/1000 252.26 165.24 503.34 171.91 -1000.00 -1000.00 66.00 89.00 
14052 14051 30.00 0:00:07:48.400/1000 0:00:07:48.367/1000 251.63 176.38 503.61 176.20 -1000.00 -1000.00 66.00 94.00 
14053 14053 30.00 0:00:07:48.434/1000 0:00:07:48.400/1000 250.77 186.94 503.99 180.31 -1000.00 -1000.00 66.00 89.00 
14054 14054 30.00 0:00:07:48.467/1000 0:00:07:48.434/1000 251.71 187.41 503.60 180.39 -1000.00 -1000.00 67.00 94.00 
14055 14054 30.00 0:00:07:48.500/1000 0:00:07:48.467/1000 254.27 176.17 502.55 175.84 -1000.00 -1000.00 65.00 85.00 
14056 14056 30.00 0:00:07:48.534/1000 0:00:07:48.500/1000 255.23 172.10 502.15 174.19 -1000.00 -1000.00 65.00 84.00 
14057 14057 30.00 0:00:07:48.567/1000 0:00:07:48.534/1000 255.24 175.15 502.15 175.35 -1000.00 -1000.00 66.00 90.00 
14058 14057 30.00 0:00:07:48.600/1000 0:00:07:48.567/1000 254.66 180.78 502.40 177.55 -1000.00 -1000.00 68.00 90.00 
14059 14059 30.00 0:00:07:48.634/1000 0:00:07:48.600/1000 254.75 181.37 502.36 177.76 -1000.00 -1000.00 68.00 86.00 
14060 14060 30.00 0:00:07:48.667/1000 0:00:07:48.634/1000 254.88 182.06 502.31 178.01 -1000.00 -1000.00 67.00 86.00 
14061 14060 30.00 0:00:07:48.700/1000 0:00:07:48.667/1000 254.23 187.24 502.58 180.05 -1000.00 -1000.00 68.00 90.00 
14062 14062 30.00 0:00:07:48.734/1000 0:00:07:48.700/1000 254.37 188.95 502.53 180.69 -1000.00 -1000.00 70.00 90.00 
14063 14063 30.00 0:00:07:48.767/1000 0:00:07:48.734/1000 255.51 184.42 502.06 178.84 -1000.00 -1000.00 69.00 94.00 
14064 14063 30.00 0:00:07:48.800/1000 0:00:07:48.767/1000 256.83 178.29 501.52 176.37 -1000.00 -1000.00 70.00 90.00 
14065 14065 30.00 0:00:07:48.834/1000 0:00:07:48.800/1000 258.36 173.81 500.89 174.51 -1000.00 -1000.00 71.00 88.00 
14066 14066 30.00 0:00:07:48.867/1000 0:00:07:48.834/1000 259.59 170.09 500.39 172.98 -1000.00 -1000.00 71.00 83.00 
14067 14066 30.00 0:00:07:48.900/1000 0:00:07:48.867/1000 258.40 178.54 500.88 176.30 -1000.00 -1000.00 72.00 94.00 
14068 14068 30.00 0:00:07:48.934/1000 0:00:07:48.900/1000 256.93 189.57 501.49 180.65 -1000.00 -1000.00 71.00 94.00 
14069 14069 30.00 0:00:07:48.967/1000 0:00:07:48.934/1000 256.65 194.83 501.61 182.70 -1000.00 -1000.00 71.00 94.00 
14070 14069 30.00 0:00:07:49.00/1000 0:00:07:48.967/1000 256.42 198.30 501.71 184.05 -1000.00 -1000.00 73.00 98.00 
14071 14071 30.00 0:00:07:49.34/1000 0:00:07:49.00/1000 256.93 195.78 501.50 183.03 -1000.00 -1000.00 72.00 94.00 
14072 14072 30.00 0:00:07:49.67/1000 0:00:07:49.34/1000 257.44 195.28 501.29 182.78 -1000.00 -1000.00 73.00 98.00 
14073 14072 30.00 0:00:07:49.100/1000 0:00:07:49.67/1000 257.30 200.53 501.36 184.81 -1000.00 -1000.00 72.00 98.00 
14074 14074 30.00 0:00:07:49.134/1000 0:00:07:49.100/1000 255.17 210.07 502.24 188.73 -1000.00 -1000.00 73.00 98.00 
14075 14075 30.00 0:00:07:49.167/1000 0:00:07:49.134/1000 254.41 215.67 502.55 190.98 -1000.00 -1000.00 74.00 98.00 
14076 14075 30.00 0:00:07:49.200/1000 0:00:07:49.167/1000 257.30 209.57 501.37 188.30 -1000.00 -1000.00 72.00 96.00 
14077 14077 30.00 0:00:07:49.234/1000 0:00:07:49.200/1000 259.18 206.31 500.60 186.83 -1000.00 -1000.00 73.00 101.00 
14078 14078 30.00 0:00:07:49.267/1000 0:00:07:49.234/1000 259.77 213.31 500.37 189.47 -1000.00 -1000.00 74.00 98.00 
14079 14078 30.00 0:00:07:49.300/1000 0:00:07:49.267/1000 261.46 217.81 499.68 191.02 -1000.00 -1000.00 77.00 102.00 
14080 14080 30.00 0:00:07:49.334/1000 0:00:07:49.300/1000 265.70 206.03 497.96 186.00 -1000.00 -1000.00 74.00 82.00 
14081 14081 30.00 0:00:07:49.367/1000 0:00:07:49.334/1000 269.78 201.77 496.31 183.92 -1000.00 -1000.00 78.00 95.00 
14082 14081 30.00 0:00:07:49.400/1000 0:00:07:49.367/1000 271.72 217.19 495.52 189.63 -1000.00 -1000.00 80.00 105.00 
14083 14083 30.00 0:00:07:49.434/1000 0:00:07:49.400/1000 274.26 224.60 494.50 192.21 -1000.00 -1000.00 82.00 109.00 
14084 14084 30.00 0:00:07:49.467/1000 0:00:07:49.434/1000 277.71 224.85 493.10 191.91 -1000.00 -1000.00 82.00 105.00 
14085 14084 30.00 0:00:07:49.500/1000 0:00:07:49.467/1000 280.63 226.72 491.93 192.31 -1000.00 -1000.00 83.00 110.00 
14086 14086 30.00 0:00:07:49.534/1000 0:00:07:49.500/1000 283.24 229.85 490.87 193.22 -1000.00 -1000.00 84.00 110.00 
14087 14087 30.00 0:00:07:49.567/1000 0:00:07:49.534/1000 285.94 227.29 489.79 191.93 -1000.00 -1000.00 84.00 114.00 
14088 14087 30.00 0:00:07:49.600/1000 0:00:07:49.567/1000 287.36 223.10 489.23 190.16 -1000.00 -1000.00 85.00 110.00 
14089 14089 30.00 0:00:07:49.634/1000 0:00:07:49.600/1000 288.16 221.75 488.92 189.55 -1000.00 -1000.00 85.00 113.00 
14090 14090 30.00 0:00:07:49.667/1000 0:00:07:49.634/1000 289.24 218.94 488.49 188.36 -1000.00 -1000.00 86.00 109.00 
14091 14090 30.00 0:00:07:49.700/1000 0:00:07:49.667/1000 290.59 217.95 487.95 187.83 -1000.00 -1000.00 86.00 113.00 
14092 14092 30.00 0:00:07:49.734/1000 0:00:07:49.700/1000 292.69 217.09 487.12 187.27 -1000.00 -1000.00 86.00 109.00 
14093 14093 30.00 0:00:07:49.767/1000 0:00:07:49.734/1000 294.52 217.31 486.40 187.15 -1000.00 -1000.00 88.00 113.00 
14094 14093 30.00 0:00:07:49.800/1000 0:00:07:49.767/1000 295.83 218.14 485.87 187.32 -1000.00 -1000.00 89.00 109.00 
14095 14095 30.00 0:00:07:49.834/1000 0:00:07:49.800/1000 292.35 221.27 487.25 188.91 -1000.00 -1000.00 88.00 110.00 
14096 14096 30.00 0:00:07:49.867/1000 0:00:07:49.834/1000 289.17 219.88 488.52 188.72 -1000.00 -1000.00 88.00 107.00 
14097 14096 30.00 0:00:07:49.900/1000 0:00:07:49.867/1000 289.55 216.49 488.37 187.39 -1000.00 -1000.00 88.00 114.00 
14098 14098 30.00 0:00:07:49.934/1000 0:00:07:49.900/1000 287.98 218.51 489.00 188.33 -1000.00 -1000.00 86.00 117.00 
14099 14099 30.00 0:00:07:49.967/1000 0:00:07:49.934/1000 286.45 213.97 489.61 186.76 -1000.00 -1000.00 89.00 114.00 
14100 14099 30.00 0:00:07:50.00/1000 0:00:07:49.967/1000 285.18 204.87 490.14 183.43 -1000.00 -1000.00 88.00 110.00 
14101 14101 30.00 0:00:07:50.34/1000 0:00:07:50.00/1000 283.58 199.38 490.79 181.52 -1000.00 -1000.00 88.00 113.00 
14102 14102 30.00 0:00:07:50.67/1000 0:00:07:50.34/1000 283.10 188.44 490.99 177.43 -1000.00 -1000.00 86.00 98.00 
14103 14102 30.00 0:00:07:50.100/1000 0:00:07:50.67/1000 281.64 185.80 491.58 176.59 -1000.00 -1000.00 87.00 110.00 
14104 14104 30.00 0:00:07:50.134/1000 0:00:07:50.100/1000 278.00 194.78 493.02 180.37 -1000.00 -1000.00 86.00 105.00 
14105 14105 30.00 0:00:07:50.167/1000 0:00:07:50.134/1000 275.71 196.04 493.93 181.09 -1000.00 -1000.00 86.00 105.00 
14106 14105 30.00 0:00:07:50.200/1000 0:00:07:50.167/1000 275.15 193.02 494.16 180.01 -1000.00 -1000.00 85.00 109.00 
14107 14107 30.00 0:00:07:50.234/1000 0:00:07:50.200/1000 274.97 190.36 494.23 179.02 -1000.00 -1000.00 83.00 108.00 
14108 14108 30.00 0:00:07:50.267/1000 0:00:07:50.234/1000 275.27 187.03 494.12 177.73 -1000.00 -1000.00 82.00 101.00 
14109 14108 30.00 0:00:07:50.300/1000 0:00:07:50.267/1000 275.36 185.12 494.08 176.99 -1000.00 -1000.00 82.00 105.00 
14110 14110 30.00 0:00:07:50.334/1000 0:00:07:50.300/1000 272.87 200.63 495.07 183.15 -1000.00 -1000.00 80.00 98.00 
14111 14111 30.00 0:00:07:50.367/1000 0:00:07:50.334/1000 276.04 227.32 493.77 193.06 -1000.00 -1000.00 76.00 76.00 
14112 14111 30.00 0:00:07:50.400/1000 0:00:07:50.367/1000 -3649.11 2347.10 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
